company_name,page_content,product_service_name,product_information
generali,mobilehealth_cleansed.md,Generali Mobil Health App,"Die Generali Mobil Health App ermöglicht den Nutzern, Gesundheitsfragen schnell zu klären, Symptome zu überprüfen und Online-Arzttermine zu buchen. Sie bietet eine digitale Gesundheitsversorgung und ist kostenlos für Versicherte der Generali Krankenversicherung."
generali,privatkunden_recht-haftung_rechtsschutzversicherung_cleansed.md,Vermögenssicherungspolice,"Die Vermögenssicherungspolice bietet einen umfassenden Schutz für das persönliche Vermögen und unterstützt beim Vermögensaufbau. Sie ist besonders für junge Menschen konzipiert, um frühzeitig für die Zukunft vorzusorgen und finanzielle Sicherheit zu schaffen."
generali,privatkunden_recht-haftung_tierhalterhaftpflichtversicherung_cleansed.md,Tierhalterhaftpflichtversicherung,"Die Tierhalterhaftpflichtversicherung schützt Halter von Hunden und Pferden finanziell vor Schadenersatzansprüchen Dritter, die durch ihre Tiere verursacht werden. Sie bietet umfassenden Schutz für Personenschäden, Sachschäden und Vermögensschäden bis zu einer Höhe von mehreren Millionen Euro und beinhaltet auch weltweiten Schutz während vorübergehender Auslandsaufenthalte."
generali,privatkunden_vorsorge-finanzen_bausparen-finanzieren_cleansed.md,Pflegezusatzversicherung,"Die Pflegezusatzversicherung ergänzt die gesetzliche Pflegeversicherung und bietet finanzielle Unterstützung im Pflegefall. Sie sichert eine bessere Versorgung und entlastet Angehörige, indem sie zusätzliche Leistungen für die Pflege zu Hause oder im Pflegeheim bereitstellt."
generali,privatkunden_vorsorge-finanzen_fondsauswahl_cleansed.md,RundumSchutz,"RundumSchutz bietet umfassenden Versicherungsschutz für Privat- und Geschäftskunden, der verschiedene Bereiche wie Fahrzeug, Gesundheit, Freizeit, Recht und Vorsorge abdeckt. Es ermöglicht eine individuelle Anpassung der Versicherungsleistungen, um den spezifischen Bedürfnissen der Kunden gerecht zu werden."
generali,privatkunden_recht-haftung_privathaftpflichtversicherung_cleansed.md,Privathaftpflichtversicherung Optimal,"Die Privathaftpflichtversicherung Optimal bietet umfassenden Schutz gegen Schadensersatzansprüche, die durch unabsichtliche Schäden an Dritten oder deren Eigentum entstehen. Mit einer Versicherungssumme von bis zu mehreren Millionen Euro schützt sie die gesamte Familie und deckt auch deliktunfähige Angehörige ab. Zudem beinhaltet sie eine Bestleistungs-Garantie, die für ein Jahr den bestmöglichen Schutz gewährleistet."
generali,privatkunden_vorsorge-finanzen_sterbegeldversicherung_cleansed.md,Sterbegeldversicherung,"Die Sterbegeldversicherung ermöglicht es, frühzeitig für die Kosten einer Beerdigung vorzusorgen und entlastet Angehörige im Sterbefall. Sie kann bereits in jungen Jahren abgeschlossen werden und bietet eine Versicherungssumme, die im Todesfall schnell und unbürokratisch ausgezahlt wird. Zudem können individuelle Vorstellungen zur Beerdigung berücksichtigt werden."
generali,service-kontakt_schaden-melden_unwetter_cleansed.md,Rechtsschutzversicherung,"Die Rechtsschutzversicherung bietet rechtlichen Schutz und Unterstützung in verschiedenen Lebensbereichen, wie z.B. im Verkehrsrecht, Arbeitsrecht oder Mietrecht. Sie übernimmt die Kosten für Anwälte und Gerichtsverfahren, um den Versicherten im Falle eines Rechtsstreits finanziell abzusichern."
generali,privatkunden_rundum-schutz_young-and-drive_cleansed.md,Young Drive,"Young Drive ist eine spezielle Autoversicherung für junge Fahrer, die es ihnen ermöglicht, bereits ab dem 17. Lebensjahr ein eigenes Fahrzeug zu versichern und dabei einen Schadenfreiheitsrabatt aufzubauen. Die Versicherung bietet flexible Optionen, um auch Fahrzeuge von Freunden oder Familienmitgliedern zu nutzen, ohne dass zusätzliche Beiträge anfallen. Zudem profitieren junge Fahrer von einem Starterbonus und einem günstigen Versicherungsbeitrag, der fix bleibt."
generali,public-affairs_veranstaltungen_buerokratieabbau-in-deutschland_cleansed.md,Hausratversicherung,"Die Hausratversicherung schützt das persönliche Eigentum in der Wohnung oder im Haus vor Risiken wie Diebstahl, Feuer oder Wasserschäden. Sie bietet eine finanzielle Entschädigung für beschädigte oder verlorene Gegenstände und sorgt somit für Sicherheit im eigenen Zuhause."
generali,karriere_karriere-blog_ausbildungsintegriertes-studium_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanzielle Unterstützung im Falle eines Unfalls, der zu dauerhaften Schäden oder Invalidität führt. Sie kann auch Leistungen für die Genesung und Rehabilitation umfassen und ist besonders wichtig für Personen mit hohem Risiko in ihrem Alltag oder Beruf."
generali,geschaeftskunden_geschaeft-gebaeude_dynamische-sach-gebaeudeversicherung_cleansed.md,Dynamische Sachgebäudeversicherung,"Die dynamische Sachgebäudeversicherung bietet umfassenden Schutz für gewerblich genutzte Immobilien gegen verschiedene Gefahren wie Feuer, Sturm, und Elementarschäden. Sie ermöglicht eine jährliche Anpassung der Versicherungssumme, um Unterversicherung zu vermeiden, und beinhaltet optional eine Mietausfallversicherung, die bei Schäden an der Immobilie auch entgangene Mieteinnahmen erstattet."
generali,service-kontakt_schaden-melden_unfall_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanzielle Unterstützung im Falle eines Unfalls, der zu Verletzungen oder Invalidität führt. Sie umfasst Leistungen wie Unfallrente und Kapitalleistungen, um die finanziellen Folgen eines Unfalls abzufedern."
generali,service-kontakt_apps_generali-vitality-app_cleansed.md,RundumSchutz,"RundumSchutz ist ein umfassendes Versicherungspaket, das verschiedene Bereiche wie Fahrzeug-, Hausrat-, Gesundheits- und Haftpflichtversicherungen abdeckt. Es bietet Privat- und Geschäftskunden maßgeschneiderte Lösungen, um ihre Vermögenswerte und ihre Gesundheit zu schützen, und beinhaltet zusätzliche Services wie die Generali Vitality App zur Förderung eines gesunden Lebensstils."
generali,privatkunden_fahrzeug-zuhause_kfz-brief_cleansed.md,KfzSchutzbrief,"Der KfzSchutzbrief bietet umfassenden Schutz bei Pannen und Unfällen, einschließlich technischer und medizinischer Hilfe rund um die Uhr. Er ergänzt die Kfz-Versicherung und bietet zusätzliche Leistungen wie Pannenhilfe, Abschleppdienste und Unterstützung bei Krankheit oder Verletzung während einer Reise. Kunden können Hilfe direkt über eine App anfordern und profitieren von einem 24/7-Service."
generali,privatkunden_vorsorge-finanzen_berufsunfaehigkeitsversicherung_cleansed.md,Berufsunfähigkeitsversicherung,"Die Berufsunfähigkeitsversicherung bietet finanziellen Schutz, wenn eine Person aufgrund von Krankheit oder Unfall nicht mehr in der Lage ist, ihren Beruf auszuüben. Sie sichert den Lebensunterhalt durch monatliche Rentenzahlungen und kann individuell an die Bedürfnisse des Versicherten angepasst werden. Zudem gibt es Optionen zur Beitragsdynamik und Anpassungsgarantie, um den Versicherungsschutz im Laufe der Zeit zu optimieren."
generali,home_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanziellen Schutz bei Unfällen, die zu Invalidität oder Tod führen können. Sie umfasst verschiedene Leistungen, darunter eine Kinderunfallversicherung und Assistance-Services, um im Ernstfall schnell Hilfe zu leisten."
generali,privatkunden_gesundheit-freizeit_krankentagegeld-vollversicherte_cleansed.md,Berufsunfähigkeitsversicherung,"Die Berufsunfähigkeitsversicherung bietet finanziellen Schutz für Personen, die aufgrund von Krankheit oder Unfall nicht mehr in der Lage sind, ihren Beruf auszuüben. Sie sichert das Einkommen und hilft, den Lebensstandard aufrechtzuerhalten. Diese Versicherung ist besonders wichtig für Arbeitnehmer und Selbstständige, um sich gegen die finanziellen Folgen einer Berufsunfähigkeit abzusichern."
generali,presse_veranstaltungen-und-termine_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanziellen Schutz bei Unfällen, die zu dauerhaften Schäden oder Invalidität führen. Sie sichert eine einmalige Kapitalleistung oder regelmäßige Rentenzahlungen im Falle eines Unfalls. Diese Versicherung ist besonders wichtig für Personen, die in risikobehafteten Berufen oder Freizeitaktivitäten tätig sind."
generali,service-kontakt_self-service_mein-bearbeitungsstand_schaden-tracking_cleansed.md,Vermögensaufbau,"Die Vermögensaufbauprodukte sind darauf ausgelegt, Kunden beim langfristigen Vermögensaufbau zu unterstützen. Sie bieten verschiedene Anlagemöglichkeiten und Strategien, um finanzielle Ziele zu erreichen und für die Zukunft vorzusorgen."
generali,journal_lebensmittel-als-brainfood-ernaehrung-und-rezepte_cleansed.md,Berufsunfähigkeitsversicherung,"Die Berufsunfähigkeitsversicherung sichert das Einkommen ab, falls der Versicherte aufgrund von Krankheit oder Unfall nicht mehr in der Lage ist, seinen Beruf auszuüben. Sie bietet finanzielle Stabilität und ermöglicht es, den Lebensstandard auch in schwierigen Zeiten aufrechtzuerhalten. Kunden können verschiedene Tarife und Leistungen an ihre individuellen Bedürfnisse anpassen."
generali,geschaeftskunden_geschaeft-gebaeude_bauversicherungen_cleansed.md,RundumSchutz,"RundumSchutz bietet umfassenden Versicherungsschutz für Privat- und Geschäftskunden, der verschiedene Bereiche wie Gesundheit, Vorsorge, Sach- und Transportversicherungen abdeckt. Die Produkte sind individuell anpassbar und bieten Schutz gegen zahlreiche Risiken, um die finanziellen Interessen der Kunden zu sichern."
generali,menschenrechte_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanzielle Unterstützung im Falle eines Unfalls, der zu dauerhaften Schäden oder Invalidität führt. Sie sichert nicht nur die medizinischen Kosten ab, sondern auch eine monatliche Rente oder eine Einmalzahlung bei Invalidität. Diese Versicherung ist besonders wichtig für Personen mit einem aktiven Lebensstil oder gefährlichen Berufen."
generali,ueber-uns_zahlen-daten-fakten_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanzielle Unterstützung im Falle eines Unfalls, der zu dauerhaften Schäden oder Invalidität führt. Sie kann auch Leistungen für die Genesung und Rehabilitation umfassen, um die betroffene Person bestmöglich zu unterstützen."
generali,privatkunden_gesundheit-freizeit_krankenzusatzversicherung_cleansed.md,Berufsunfähigkeitsversicherung,"Die Berufsunfähigkeitsversicherung sichert die Arbeitskraft ab und bietet finanzielle Unterstützung, falls der Versicherte aufgrund von Krankheit oder Unfall nicht mehr arbeiten kann. Sie ist besonders wichtig für Personen, die auf ihr Einkommen angewiesen sind und sich vor den finanziellen Folgen einer Berufsunfähigkeit schützen möchten."
generali,privatkunden_vorsorge-finanzen_sofort-rente_cleansed.md,Vermögensaufbau Sicherheitsplan,"Der Vermögensaufbau Sicherheitsplan ist ein Finanzprodukt, das darauf abzielt, Vermögen langfristig aufzubauen und abzusichern. Es bietet eine strukturierte Anlagestrategie, die auf individuelle Ziele und Bedürfnisse abgestimmt ist, und ermöglicht es den Kunden, für ihre finanzielle Zukunft vorzusorgen."
generali,service-kontakt_self-service_vertragsinformationen_tarifinformation-krankenversicherung_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanzielle Unterstützung im Falle eines Unfalls, der zu dauerhaften Schäden oder Invalidität führt. Sie sichert die Betroffenen ab, indem sie eine einmalige Kapitalzahlung oder regelmäßige Rentenleistungen bereitstellt, um die finanziellen Folgen eines Unfalls zu mildern."
generali,datenschutz_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanzielle Unterstützung im Falle eines Unfalls, der zu dauerhaften Schäden oder Invalidität führt. Sie sichert nicht nur die medizinischen Kosten ab, sondern auch eine mögliche Einkommensausfallentschädigung und bietet zusätzliche Leistungen für Rehabilitationsmaßnahmen."
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_unterstuetzungskasse_cleansed.md,Unterstützungskasse,"Die Unterstützungskasse bietet eine flexible Möglichkeit zur betrieblichen Altersversorgung, die ideal für Mitarbeiter in Schlüsselpositionen ist. Sie ermöglicht eine Kombination aus Direktversicherung und Entgeltumwandlung, um Versorgungslücken zu schließen und bietet steuerliche Vorteile für Arbeitgeber und Arbeitnehmer. Zudem entlastet sie die Verwaltung durch einen geringen Verwaltungsbeitrag und ermöglicht eine individuelle Ausgestaltung der Versorgungsleistungen."
generali,service-kontakt_apps_generali-gesundheitsapp_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanzielle Unterstützung im Falle eines Unfalls, der zu dauerhaften Schäden oder Invalidität führt. Sie sichert die Existenzgrundlage und ermöglicht eine schnelle Genesung durch finanzielle Mittel für Behandlungen und Rehabilitation."
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_aktuarielle-dienstleistungen_cleansed.md,Generali Protect App,"Die Generali Protect App ermöglicht es Nutzern, ihre Versicherungen bequem von unterwegs zu verwalten. Sie bietet ortsgenaue Wetterwarnungen und weitere nützliche Funktionen, um die Sicherheit der Nutzer zu erhöhen."
generali,privatkunden_fahrzeug-zuhause_kunstversicherung_cleansed.md,Kunstversicherung ARTE Generali Privat,"Die Kunstversicherung ARTE Generali Privat bietet eine umfassende AllRiskDeckung für Kunstsammlungen, Designermöbel und Antiquitäten. Sie schützt wertvolle Sammlungsgegenstände und ermöglicht eine individuelle Anpassung der Versicherungssumme sowie einen Concierge-Service für Transport und Restaurierung. Kunden profitieren von einem ganzheitlichen Serviceansatz und der Expertise von Fachleuten im Bereich Kunstversicherung."
generali,journal_krisen-bewaeltigen-und-hoffnung-schaffen_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanzielle Unterstützung im Falle eines Unfalls, der zu dauerhaften Schäden oder Invalidität führt. Sie kann sowohl für private als auch für berufliche Unfälle abgeschlossen werden und sichert die Versicherten gegen die finanziellen Folgen von Unfällen ab."
generali,privatkunden_rundum-schutz_mein-zukunftsplan_cleansed.md,RundumSchutz,"RundumSchutz bietet umfassenden Versicherungsschutz für Privat- und Geschäftskunden, der verschiedene Bereiche wie Gesundheit, Fahrzeug, Rechtsschutz und Vorsorge abdeckt. Es ermöglicht eine individuelle Anpassung der Versicherungsleistungen, um den spezifischen Bedürfnissen der Kunden gerecht zu werden."
generali,privatkunden_rundum-schutz_young-and-home_cleansed.md,Young Home RundumSchutz,"Young Home ist ein Versicherungspaket, das speziell für junge Leute entwickelt wurde und umfassenden Schutz in verschiedenen Lebensbereichen bietet. Es umfasst Bausteine wie Unfall-, Haftpflicht-, Hausrat- und Reiseversicherungen, die individuell angepasst werden können, um Versicherungslücken zu schließen und unnötige Beiträge zu vermeiden. Zudem beinhaltet es jährliche Profilupdates, um den Versicherungsschutz an die sich ändernden Lebensumstände anzupassen."
generali,privatkunden_rundum-schutz_vermoegensaufbau4you_cleansed.md,Berufsunfähigkeitsversicherung,"Die Berufsunfähigkeitsversicherung schützt die Arbeitskraft der Versicherten und sichert ein Einkommen im Falle einer Berufsunfähigkeit. Sie bietet finanzielle Sicherheit und ermöglicht es den Versicherten, ihren Lebensstandard auch in schwierigen Zeiten aufrechtzuerhalten."
generali,_cleansed.md,Vermögensaufbau Sicherheitsplan,"Der Vermögensaufbau Sicherheitsplan ist ein Produkt zur langfristigen Vermögensbildung, das auf individuelle Sparziele ausgerichtet ist. Er kombiniert Sicherheit mit Renditechancen und unterstützt Kunden dabei, ihre finanziellen Ziele zu erreichen."
generali,privatkunden_vorsorge-finanzen_direktversicherung_cleansed.md,Berufsunfähigkeitsversicherung,"Die Berufsunfähigkeitsversicherung sichert das Einkommen ab, falls der Versicherte aufgrund von Krankheit oder Unfall nicht mehr arbeiten kann. Sie bietet finanzielle Unterstützung und sorgt dafür, dass der Lebensstandard auch in schwierigen Zeiten aufrechterhalten werden kann."
generali,privatkunden_vorsorge-finanzen_risikolebensversicherung_cleansed.md,Risikolebensversicherung,"Die Risikolebensversicherung bietet finanziellen Schutz für den Todesfall eines Versicherten, indem eine einmalige Geldsumme an die Hinterbliebenen ausgezahlt wird. Sie kann individuell angepasst werden, um die Höhe der Absicherung und die Todesfallsumme je nach Lebenssituation, wie Heiratsplänen oder der Geburt eines Kindes, zu erhöhen. Zudem besteht die Möglichkeit, eine Partnerversicherung abzuschließen, um gegenseitigen Schutz zu gewährleisten."
generali,privatkunden_gesundheit-freizeit_pflegezusatzversicherung_cleansed.md,Pflegezusatzversicherung,"Die Pflegezusatzversicherung bietet umfassenden Schutz im Pflegefall und sichert finanzielle Belastungen ab. Sie ermöglicht es, staatliche Förderungen zu nutzen und bietet Optionen zur Anpassung der Versicherungsleistungen je nach Pflegegrad. Zudem können Versicherte von Beitragsfreistellungen und Einmalzahlungen profitieren, um ihre individuelle Situation abzusichern."
generali,privatkunden_fahrzeug-zuhause_oldtimer-optimal_cleansed.md,Oldtimer Optimal,"Die Oldtimer Optimal Versicherung bietet umfassenden Schutz für kostbare historische Fahrzeuge, einschließlich Deckung bei Zerstörung, Totalschaden und Verlust. Sie beinhaltet eine Vorsorgeversicherung, die automatisch Wertsteigerungen abdeckt, und ermöglicht flexible Zusatzoptionen wie Teilkasko- und Vandalismusschäden. Ein Gutachten ist erforderlich, um den Marktwert des Fahrzeugs zu bestimmen und im Schadensfall eine angemessene Entschädigung zu gewährleisten."
generali,privatkunden_vorsorge-finanzen_vermoegens-einkommensplan_cleansed.md,Pflegezusatzversicherung,"Die Pflegezusatzversicherung ergänzt die gesetzliche Pflegeversicherung und bietet zusätzlichen Schutz im Pflegefall. Sie sichert finanzielle Mittel für Pflegeleistungen und unterstützt bei der Auswahl geeigneter Pflegeeinrichtungen. Diese Versicherung ist besonders wichtig, um im Alter die gewünschte Pflegequalität sicherzustellen."
generali,privatkunden_gesundheit-freizeit_krankenvollversicherung_cleansed.md,Pflegezusatzversicherung,"Die Pflegezusatzversicherung ergänzt die gesetzliche Pflegeversicherung und bietet finanziellen Schutz im Pflegefall. Sie ist besonders wichtig, um Angehörige vor finanziellen Belastungen zu bewahren und eine umfassende Absicherung im Alter zu gewährleisten."
generali,service-kontakt_schaden-melden_meinfahrrad_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanzielle Unterstützung im Falle eines Unfalls, der zu dauerhaften Schäden oder Invalidität führt. Sie sichert die Existenzgrundlage und kann zusätzliche Leistungen wie eine Unfall Assistance XXL umfassen, um im Notfall umfassend zu helfen."
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_pensionsfonds_cleansed.md,Pensionsfonds,"Der Pensionsfonds bietet eine betriebliche Altersversorgung mit der Möglichkeit, hohe Aktienanteile zu nutzen, um die Rendite zu maximieren. Er unterliegt der gesetzlichen Insolvenzsicherungspflicht und ermöglicht Arbeitgebern, Beiträge zur Finanzierung der Altersversorgung zu leisten, während die Versorgungsleistungen für die Arbeitnehmer unverfallbar sind."
generali,privatkunden_fahrzeug-zuhause_kfz-versicherung_cleansed.md,Kfz-Versicherung,"Die Kfz-Versicherung bietet umfassenden Schutz für Fahrzeuge, einschließlich Haftpflicht-, Teilkasko- und Vollkaskoversicherung. Sie umfasst Leistungen wie Neupreisentschädigung, Rabattschutz und die Möglichkeit zur Mitversicherung von Eigenschäden. Zudem gibt es spezielle Angebote für Elektrofahrzeuge und Oldtimer, um individuellen Bedürfnissen gerecht zu werden."
generali,geschaeftskunden_geschaeft-gebaeude_maschinen-kaskoversicherung_cleansed.md,RundumSchutz,"RundumSchutz bietet umfassenden Versicherungsschutz für Privat- und Geschäftskunden, der verschiedene Bereiche wie Gesundheit, Vorsorge, Sach- und Transportversicherungen abdeckt. Die Produkte sind individuell anpassbar und bieten Schutz gegen zahlreiche Risiken, einschließlich Betriebsunterbrechungen und Haftpflichtansprüche."
generali,geschaeftskunden_geschaeft-gebaeude_maschinenversicherung_cleansed.md,Gesundheit Vorsorge,"Die Gesundheitsvorsorge umfasst verschiedene Produkte zur Förderung der Gesundheit von Mitarbeitern, darunter betriebliche Gesundheitsmanagement-Programme und Vorsorgeleistungen. Ziel ist es, die Gesundheit der Belegschaft zu verbessern und Krankheitsrisiken frühzeitig zu erkennen."
generali,ueber-uns_management-generali-deutschland-ag_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanzielle Unterstützung im Falle eines Unfalls, der zu dauerhaften Schäden oder Invalidität führt. Sie kann auch Leistungen wie eine Unfall Assistance XXL und spezielle Kinderunfallversicherungen umfassen, um umfassenden Schutz für alle Altersgruppen zu gewährleisten."
generali,karriere_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanzielle Unterstützung im Falle eines Unfalls, der zu dauerhaften Schäden oder Invalidität führt. Sie kann auch Leistungen für die Genesung und Rehabilitation umfassen und ist besonders wichtig für aktive Menschen und Sportler."
generali,geschaeftskunden_rundum-schutz_konzeptfirmensafe_cleansed.md,RundumSchutz Konzept FirmenSAFE,"Das RundumSchutz Konzept FirmenSAFE bietet umfassenden Versicherungsschutz für Unternehmen mit einem Umsatz von bis zu einer Million Euro. Es beinhaltet eine Vielzahl von Leistungen, darunter Haftpflicht-, Sach- und Ertragsausfallversicherungen sowie optionale CyberServiceVersicherungen, um Unternehmen vor finanziellen Risiken und Schäden abzusichern."
generali,service-kontakt_schaden-melden_cleansed.md,Hausratversicherung,"Die Hausratversicherung schützt das persönliche Eigentum in der Wohnung oder im Haus vor Schäden durch Feuer, Wasser, Einbruchdiebstahl und Vandalismus. Sie bietet eine finanzielle Absicherung, um im Schadensfall die Wiederbeschaffung oder Reparatur des Hausrats zu ermöglichen."
generali,geschaeftskunden_geschaeft-gebaeude_elektronikversicherung_cleansed.md,Elektronikversicherung,"Die Elektronikversicherung bietet umfassenden Schutz für elektrotechnische und elektronische Geräte sowie Anlagen gegen unvorhergesehene Schäden wie Brand, Diebstahl oder Bedienungsfehler. Sie umfasst auch eine beitragsfreie Softwareversicherung und deckt die Kosten für Wiederherstellung und Wiederbeschaffung im Schadensfall. Diese Versicherung ist besonders wichtig für Unternehmen, die auf technische Ausstattung angewiesen sind."
generali,journal_positive-thinking-die-kraft-der-positiven-gedanken_cleansed.md,Vermögensaufbau Sicherheitsplan,"Der Vermögensaufbau Sicherheitsplan ist ein Finanzprodukt, das darauf abzielt, Vermögen langfristig zu sichern und auszubauen. Es kombiniert Spar- und Anlagemöglichkeiten mit einer Absicherung gegen finanzielle Risiken, um eine stabile finanzielle Zukunft zu gewährleisten."
generali,privatkunden_fahrzeug-zuhause_glasversicherung_cleansed.md,Glasversicherung,"Die Glasversicherung bietet umfassenden Schutz gegen Glasbruchschäden an Fenstern, Türen, Mobiliar und weiteren Glasflächen im Haushalt. Sie deckt auch Schäden an Glaskeramik-Kochflächen und Smartphone-Displays ab und garantiert eine volle Entschädigung, selbst bei grob fahrlässig herbeigeführten Schäden. Kunden können die Glasversicherung sinnvoll ergänzen, um finanzielle Risiken durch Glasbruch zu minimieren."
generali,privatkunden_gesundheit-freizeit_gesundheitsservices_kooperationen_diashop-diabetes-zubehoer_cleansed.md,Vermögensaufbau Sicherheitsplan,"Der Vermögensaufbau Sicherheitsplan ist ein Finanzprodukt, das darauf abzielt, Vermögen langfristig aufzubauen und abzusichern. Es kombiniert Spar- und Anlagemöglichkeiten, um eine solide finanzielle Basis für die Zukunft zu schaffen."
generali,privatkunden_fahrzeug-zuhause_bauversicherungen_cleansed.md,RundumSchutz,"RundumSchutz bietet umfassenden Versicherungsschutz für Privat- und Geschäftskunden, der verschiedene Bereiche wie Fahrzeug, Gesundheit, Freizeit, Recht und Vorsorge abdeckt. Die Produkte sind darauf ausgelegt, individuelle Bedürfnisse zu erfüllen und bieten maßgeschneiderte Lösungen für unterschiedliche Lebenssituationen."
generali,ueber-uns_sponsorships-und-partnerschaften-in-sport-und-kultur_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanziellen Schutz bei Unfällen, die zu dauerhaften Schäden oder Invalidität führen können. Sie sichert die Betroffenen ab und unterstützt sie mit einer einmaligen Kapitalleistung oder einer monatlichen Rente im Falle eines Unfalls."
generali,geschaeftskunden_waren-transport_frachtfuehrerhaftungs-versicherung_cleansed.md,Frachtführerhaftungsversicherung,"Die Frachtführerhaftungsversicherung von Generali bietet umfassenden Versicherungsschutz für Frachtführer im innerdeutschen und grenzüberschreitenden Güterkraftverkehr. Sie deckt gesetzliche und vertragliche Haftungen ab und ermöglicht individuelle Haftungsvereinbarungen sowie Deckungserweiterungen für Schäden an fremden Gütern, Containern und Anhängern. Flottennachlässe sind bereits ab drei Fahrzeugen verfügbar, was die Kosten für Unternehmen optimiert."
generali,ueber-uns_gesellschaften-marken_cleansed.md,Privathaftpflichtversicherung,"Die Privathaftpflichtversicherung schützt vor finanziellen Schäden, die durch versehentliche Verletzungen oder Sachbeschädigungen Dritten entstehen. Sie ist eine essentielle Absicherung für Privatpersonen und deckt in der Regel auch Schäden, die im Alltag entstehen können. Kunden können sich auf eine schnelle und unkomplizierte Schadensregulierung verlassen."
generali,service-kontakt_schaden-melden_mitteilung-bestehender-schaden_cleansed.md,Unfallversicherung,"Die Unfallversicherung bietet finanzielle Unterstützung im Falle eines Unfalls, der zu dauerhaften Schäden oder Invalidität führt. Sie kann auch Leistungen für die Genesung und Rehabilitation umfassen, um die Lebensqualität nach einem Unfall zu verbessern."
generali,geschaeftskunden_waren-transport_automatenversicherung_cleansed.md,Automatenversicherung,"Die Automatenversicherung bietet umfassenden Schutz für gewerblich genutzte Automaten, einschließlich Geldinhalt und Reparaturkosten bei Transport oder Beschädigung. Sie deckt Risiken wie Transportmittelunfälle, Einbruchdiebstahl und Naturereignisse ab, um sicherzustellen, dass Automatenbetreiber finanziell abgesichert sind."
generali,privatkunden_vorsorge-finanzen_basis-rente_cleansed.md,Vermögensaufbau Sicherheitsplan,"Der Vermögensaufbau Sicherheitsplan ist ein langfristiges Sparprodukt, das darauf abzielt, Vermögen aufzubauen und gleichzeitig finanzielle Sicherheit zu bieten. Er kombiniert Spar- und Versicherungselemente, um eine attraktive Rendite zu erzielen und gleichzeitig einen Schutz für die Hinterbliebenen im Todesfall zu gewährleisten. Kunden können von staatlichen Förderungen und steuerlichen Vorteilen profitieren."
generali,privatkunden_fahrzeug-zuhause_moped-e-scooter_cleansed.md,Vermögenssicherungspolice,"Die Vermögenssicherungspolice dient dem Schutz und dem Aufbau von Vermögen durch verschiedene Anlagestrategien. Sie kombiniert Versicherungsschutz mit Spar- und Anlagemöglichkeiten, um finanzielle Sicherheit für die Zukunft zu gewährleisten. Diese Police ist ideal für Kunden, die sowohl für den Notfall vorsorgen als auch Vermögen aufbauen möchten."
generali,geschaeftskunden_geschaeft-gebaeude_sach-inhaltsversicherung_cleansed.md,RundumSchutz,"RundumSchutz bietet umfassenden Versicherungsschutz für Privat- und Geschäftskunden, der verschiedene Bereiche wie Gesundheit, Sach- und Haftpflichtversicherungen abdeckt. Die Produkte sind individuell anpassbar und schützen vor zahlreichen Gefahren wie Feuer, Einbruchdiebstahl und Ertragsausfall, um finanzielle Risiken zu minimieren und die Betriebseinrichtung abzusichern."
generali,geschaeftskunden_waren-transport_werkverkehrversicherung_cleansed.md,Werkverkehrversicherung,"Die Werkverkehrversicherung bietet Schutz für firmeneigene Fahrzeuge und die transportierten Güter. Sie umfasst Allgefahrendeckung und Basisdeckung, die verschiedene Transportgefahren abdecken, und ermöglicht eine individuelle Anpassung des Versicherungsschutzes an die spezifischen Anforderungen des Unternehmens."
generali,geschaeftskunden_gesundheit-betriebliche-vorsorge_pensionszusage_cleansed.md,Generali VitalityApp,"Die Generali VitalityApp ist ein Gesundheitsprogramm, das Nutzer motiviert, einen gesunden Lebensstil zu führen. Durch die Teilnahme an verschiedenen Aktivitäten können Nutzer Punkte sammeln, die in Prämien und Rabatte umgewandelt werden können, was die Gesundheitsförderung unterstützt."
generali,privatkunden_gesundheit-freizeit_krankentagegeld-zusatzversicherte_cleansed.md,Krankentagegeldversicherung (Tarif EKTZ),"Die Krankentagegeldversicherung sichert gesetzlich krankenversicherte Personen ab, indem sie im Falle einer längeren Krankheit ein monatliches Krankentagegeld zahlt, um den Lebensstandard zu erhalten. Der Beitrag kann individuell angepasst werden, und die Höhe des Krankentagegeldes wird basierend auf dem Nettoeinkommen bestimmt. Es besteht die Möglichkeit, die Leistung regelmäßig zu erhöhen und eine Risikoprüfung durchzuführen."
