Feature,Company: ARAG – gewerbeversicherung_betriebshaftpflichtversicherung,Company: AXA – geschaeftskunden_veranstalterhaftpflichtversicherung,source,Company: Barmenia – Krankenhaustagegeld,Company: DKV – Betriebliche Krankenversicherung,Company: barmenia – deu_bde_privat_bde_produkte_privat_bde_gesundheit_kv_voll_spezialtarife_uebersicht.xhtml,Company: dkv – kunden-kundenbereich-service-rechnungen-einreichen-91963.md,Company: Barmenia – deu_bde_privat_bde_service_bde_infocenter_bde_krankenversicherung_bde_erstattungsfaehige_naturheilverfahren_uebersicht.xhtml,Company: DKV – gesundheit-organisation-hilfsmittel-service-schlafapnoe-geraete.md,Company: DKV – produkte-beihilfetarif-beamtenanwaerter-beamte-referendare-111254.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_Kieferorthopaedie,Company: DKV – Gesundheit Organisation Hilfsmittel Service Rollatoren,Company: ERGO – Zahnzusatzversicherung Verdoppelter Festzuschuss bei Zahnersatz,Company: dkv – gesundheit-organisation-hilfsmittel-service-hilfsmittel-zur-insulintherapie.md,Company: ergo – de_Produkte_Zahnzusatzversicherung_Zahnzusatzversicherung-ohne-Wartezeit,Company: dkv – zusatzversicherungen.md,Company: ergo – de_Service_ereignis-melden_leistungsfall-melden_kranken,Company: DKV – gesundheit-innere-organe.md,Company: ERGO – de_Service_ereignis-melden_leistungsfall-melden_zahn,Company: DKV – gesundheit-familienprogramme.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_Kieferorthopaedie_abschluss_kfo,Company: DKV – Gesundheit Organisation Hilfsmittel Service Beatmungsgeräte,Company: ERGO – Zahnzusatzversicherung mit Implantaten,Company: Generali – service-kontakt_schaden-melden_haftpflicht,Company: ERGO – de_Produkte_Haftpflichtversicherung_Hundehalterhaftpflicht,Company: dkv – gesundheit-familie.md,Company: ergo – de_Produkte,Company: DKV – private-krankenversicherungen.md,Company: ERGO – de_Produkte_Zahnzusatzversicherung_zahnersatz,Company: DKV – produkte-krankenversicherung-grosskunden-firmen-1556.md,Company: Generali – geschaeftskunden_gesundheit-betriebliche-vorsorge_betriebliche-krankenversicherung-inland,Company: dkv – gesundheit-organisation-hilfsmittel-service-kompressionstherapiegeraete.md,Company: generali – service-kontakt_self-service_vertragsinformationen_tarifinformation-krankenversicherung,Company: ERGO – Zahnzusatzversicherung,Company: Generali – Krankenzusatzversicherung,Company: ergo – de_Produkte_Zahnzusatzversicherung_Zahnzusatzversicherung-ohne-Wartezeit_abschluss_zez,Company: generali – service-kontakt_self-service_dokumente-einreichen_rechnung,Company: Generali – privatkunden_gesundheit-freizeit_gesundheitsservices,Company: R+V – krankenversicherungen,Company: R+V – private-krankenversicherung,Company: SDK – versicherungen_zusatzversicherung_auslandskrankenversicherung,Company: sdk – versicherungen_zusatzversicherung_zahnzusatzversicherung_was-genau-passiert-bei-einer-professionellen-zahnreinigung,Company: group – produkte_ambulante-zusatzversicherung,Company: sdk – versicherungen_private-krankenversicherung_gesundheitsdienstleistungen_gesundheitsberatung,Company: group – produkte_auslandskrankenversicherung,Company: huk-coburg – fahrzeuge_kfz-versicherung_elektro-kleinstfahrzeuge,Company: r+v – haftpflichtversicherung_haus-und-grundbesitzerhaftpflicht,Company: sdk – versicherungen_private-krankenversicherung_angebot,Company: group – produkte_zahnzusatzversicherung,Company: sdk – versicherungen_private-krankenversicherung_gesundheitsdienstleistungen_gesundheitsdienstleistungen-fuer-krankenzusatzversicherte,Company: group – produkte_auslandskrankenversicherung_familie,Company: sdk – versicherungen_zusatzversicherung_krankentagegeldversicherung,Company: group – service_gesundheitswelt,Company: sdk – versicherungen_private-krankenversicherung_work-life-balance-fuer-medizinerinnen-und-mediziner,Company: group – ratgeber_zahnzusatzversicherung-zahnfuellung,Company: sdk – services_online-services_einwilligungerklaerung,Company: group – ratgeber_zahnzusatzversicherung-sinnvoll,Company: sdk – versicherungen_zusatzversicherung_auslandskrankenversicherung_rechner,Company: group – produkte_private-krankenversicherung_studenten,Company: sdk – services_online-services_faq,Company: group – ratgeber_zahnzusatzversicherung-weisse-zaehne,Company: sdk – versicherungen_zusatzversicherung_ambulante-zusatzversicherung,Company: group – produkte_private-krankenversicherung_angebot,Company: sdk – versicherungen_private-krankenversicherung_pkv-fuer-aerzte,Company: group – ratgeber_zahnzusatzversicherung-ohne-wartezeit,Company: sdk – versicherungen_private-krankenversicherung,Company: group – produkte_krankenhauszusatzversicherung,Company: huk-coburg – fahrzeuge_kfz-versicherung_quad-versicherung.md,Company: r+v – haftpflichtversicherung_gewaesserschadenhaftpflicht,Company: sdk – downloads_Broschueren_Broschuere-Optionstarif-Private-Krankenversicherung-1.645s.pdf,Company: group – ratgeber_zahnzusatzversicherung-professionelle-zahnreinigung,Company: r+v – service,Company: group – produkte,Company: Generali – privatkunden_fahrzeug-zuhause_kunstversicherung,Company: ERGO – de_Service_ereignis-melden_schadenfall-melden,Company: R+V – beratung_direktberatung,Company: SIGNAL IDUNA – service_schaden-melden,Company: Generali – privatkunden_rundum-schutz_mein-zukunftsplan,Company: ERGO – de_Produkte_Rentenversicherung_Sofort-Rente,Company: r+v – altersvorsorge_private-rentenversicherung_privat-rente-indexinvest,Company: group – produkte_gewerbe_betriebsrentenversicherung,Company: sdk – versicherungen_altersvorsorge_betriebliche-altersvorsorge,Company: group – service_bav-net,Company: dkv – Reiserücktrittsversicherung & Reiseabbruchversicherung,Company: ergo – Schülerreise-Versicherung,Company: dkv – productdb_img_img_Auszeichnungen_Siegel-Franke-Bornberg-BMK1-BMZ1_XL.jpg_6,Company: ergo – de_Service_ereignis-melden,Company: AXA – pk_gesundheit_p_krankenhauszusatzversicherung,Company: Barmenia – deu_bde_geschaeftlich_bde_produkte_geschaeftskunde_bde_gesundheit_1_uebersicht.xhtml,Company: AXA – pk_gesundheit_p_ambulante-zusatzversicherung,Company: Barmenia – deu_bde_geschaeftlich_bde_produkte_geschaeftskunde_bde_gesundheit_1_kollektiv_1_uebersicht.xhtml,Company: Barmenia – MediApp-Tarif (Telearzt),Company: DKV – Orthesen Service,Company: Barmenia – VHV+ Tarif,Company: DKV – KombiMed Zahn Plus
Hospital Supplementary Insurance,,,comparison_cluster_16.md,,,,,,,,,,,,,Nationwide free choice of doctor and hospital,Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dental Supplementary Insurance,,,comparison_cluster_16.md,,,,,,,,,,,,,"Comprehensive protection for dental prostheses and prophylaxis, no waiting period",Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambulatory Supplementary Insurance,,,comparison_cluster_16.md,,,,,,,,,,,,,"Reduces co-payments for glasses, preventive care, medications, and alternative medicine",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Care Supplementary Insurance,,,comparison_cluster_16.md,,,,,,,,,,,,,Financial independence in case of care dependency,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children's Hospital Supplementary Insurance,,,comparison_cluster_16.md,,,,,,,,,,,,,Premium-Plus package with single room and chief physician treatment,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact Availability,,,comparison_cluster_16.md,,,,,,,,,,,,,"0800 3746 444, daily from 7 to 24 hours",Claims can be reported online or by phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liability Insurance,,,comparison_cluster_16.md,,,,,,,,,,,,,Not specified,"Private, builders', dog, and horse liability insurance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle Insurance,,,comparison_cluster_16.md,,,,,,,,,,,,,Not specified,"Car, motorcycle, moped, and special vehicle insurance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travel Insurance,,,comparison_cluster_16.md,,,,,,,,,,,,,Not specified,"International health, trip cancellation, and long-term travel protection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Life Insurance,,,comparison_cluster_16.md,,,,,,,,,,,,,Not specified,Risk life and burial insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Services,,,comparison_cluster_16.md,,,,,,,,,,,,,Not specified,Investment funds and real estate financing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product Type,,,comparison_cluster_17.md,,,,,,,,,,,,,,,Health and Supplementary Insurance,Comprehensive Insurance Portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Details,,,comparison_cluster_17.md,,,,,,,,,,,,,,,"Medical emergencies abroad, hospital, dental, and care supplementary insurance","Dental, health, property, motor vehicle, travel, legal, and life insurance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dental Insurance,,,comparison_cluster_17.md,,,,,,,,,,,,,,,Dental supplementary insurance,"Dental supplementary, immediate dental, orthodontic protection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hospital Insurance,,,comparison_cluster_17.md,,,,,,,,,,,,,,,Hospital supplementary insurance,Hospital supplementary insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foreign Health Insurance,,,comparison_cluster_17.md,,,,,,,,,,,,,,,Covers medical emergencies during travel,Foreign health insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Support,,,comparison_cluster_17.md,,,,,,,,,,,,,,,Customer service available daily 7-24h,Online and phone claim reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_17.md,,,,,,,,,,,,,,,Free customer service contact,Comprehensive range including financial services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Audience,,,comparison_cluster_18.md,,,,,,,,,,,,,,,,,Expecting parents and those with young children,"General public, with specific products for children (e.g., orthodontics)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Type,,,comparison_cluster_18.md,,,,,,,,,,,,,,,,,"Full health insurance policy holders (excluding basic, standard, or emergency tariffs)","Various insurance types including dental, health, and orthodontics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key Benefits,,,comparison_cluster_18.md,,,,,,,,,,,,,,,,,"Comprehensive support, information, and counseling from pregnancy through early childhood","Immediate benefits for dental and orthodontics, various health and travel insurances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Support,,,comparison_cluster_18.md,,,,,,,,,,,,,,,,,"Phone consultations with a coach, Thieme Coach App",Online and phone claim reporting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost,,,comparison_cluster_18.md,,,,,,,,,,,,,,,,,Free and voluntary participation,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Termination,,,comparison_cluster_18.md,,,,,,,,,,,,,,,,,Can be terminated at any time without affecting coverage or premiums,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact Information,,,comparison_cluster_18.md,,,,,,,,,,,,,,,,,"0800 3746 444, gesundheitsservices@dkv.com",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Type,,,comparison_cluster_19.md,,,,,,,,,,,,,,,,,,,Beatmungsgeräte und Zubehör,Zahnersatz und Implantate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Details,,,comparison_cluster_19.md,,,,,,,,,,,,,,,,,,,"Leihweise Überlassung, Reparaturen, Wartungen, Austausch bei Defekt","Verdopplung des gesetzlichen Zuschusses, bis zu 100% Kostenübernahme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premiums,,,comparison_cluster_19.md,,,,,,,,,,,,,,,,,,,Not specified,"Ab 3,90 € monatlich (je nach Alter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benefits,,,comparison_cluster_19.md,,,,,,,,,,,,,,,,,,,"Beratung, individuelle Therapiebegleitung, technischer Notdienst","Reduzierung des Eigenanteils auf 0 €, Sofortleistung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Support,,,comparison_cluster_19.md,,,,,,,,,,,,,,,,,,,"Hilfsmittelservice Kontakt: 0221 578 2600, hilfsmittelservice@dkv.com",24/7 gebührenfreie Hotline: 0800 / 3746 420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_19.md,,,,,,,,,,,,,,,,,,,Fallpauschale für Beatmungsgeräte,Keine Gesundheitsfragen bei Abschluss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Initial Application Requirements,,,comparison_cluster_19.md,,,,,,,,,,,,,,,,,,,"Verordnung vom Facharzt, Entlassungsbericht des Krankenhauses",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service Providers,,,comparison_cluster_19.md,,,,,,,,,,,,,,,,,,,Qualifizierte Leistungserbringer in ganz Deutschland,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Type,,,comparison_cluster_2.md,,,,,,,,,,,,,,,,,,,,,Private Liability Insurance,Dog Owner Liability Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Details,,,comparison_cluster_2.md,,,,,,,,,,,,,,,,,,,,,Covers liability for damages caused to others,"Covers personal, property, and financial damages caused by dogs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Options,,,comparison_cluster_2.md,,,,,,,,,,,,,,,,,,,,,Not specified,"Coverage limits of 5, 10, or 50 million Euros",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Features,,,comparison_cluster_2.md,,,,,,,,,,,,,,,,,,,,,Generali Health App for uploading medical bills and prescriptions,"Coverage for unintentional mating, puppies insured up to 12 months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional Add-ons,,,comparison_cluster_2.md,,,,,,,,,,,,,,,,,,,,,Not specified,"""Haus & Gassi"" add-on for furniture damage and vet costs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premiums,,,comparison_cluster_2.md,,,,,,,,,,,,,,,,,,,,,Not specified,Starting at 8.18 Euros per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deductible,,,comparison_cluster_2.md,,,,,,,,,,,,,,,,,,,,,Not specified,150 Euros for property damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Duration,,,comparison_cluster_2.md,,,,,,,,,,,,,,,,,,,,,Not specified,Three years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payment Frequency,,,comparison_cluster_2.md,,,,,,,,,,,,,,,,,,,,,Not specified,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exclusions,,,comparison_cluster_2.md,,,,,,,,,,,,,,,,,,,,,Not specified,Excludes listed dogs and commercial breeders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Support,,,comparison_cluster_2.md,,,,,,,,,,,,,,,,,,,,,Not specified,24/7 toll-free number 0800 / 3746 044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Audience,,,comparison_cluster_20.md,,,,,,,,,,,,,,,,,,,,,,,"Familien, Schwangere, Eltern von Kleinkindern",Allgemein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key Programs,,,comparison_cluster_20.md,,,,,,,,,,,,,,,,,,,,,,,"Familienprogramm, Keleya App, Aumio App, Caterna Therapie","Zahnzusatz, Krankenhauszusatz, Pflegezusatz, Unfall, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digital Health Services,,,comparison_cluster_20.md,,,,,,,,,,,,,,,,,,,,,,,"TeleClinic, Gesundheitstelefon",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service Availability,,,comparison_cluster_20.md,,,,,,,,,,,,,,,,,,,,,,,Täglich von 7 bis 24 Uhr,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insurance Types,,,comparison_cluster_20.md,,,,,,,,,,,,,,,,,,,,,,,"Auslandskrankenversicherung, Krankenhauszusatz, etc.","Zahnzusatz, Krankenhauszusatz, Pflegezusatz, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Support,,,comparison_cluster_20.md,,,,,,,,,,,,,,,,,,,,,,,"Schlaf- und Entspannungs-App, Sehschulung",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_20.md,,,,,,,,,,,,,,,,,,,,,,,"Digitale Schwangerschaftsbegleitung, Sehschulung","Sofortleistungen, Kieferorthopädie-Sofortschutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Audience,,,comparison_cluster_21.md,,,,,,,,,,,,,,,,,,,,,,,,,"Beamte, Selbstständige, Freiberufler, Studenten",Personen mit Bedarf an Zahnersatzversicherung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Type,,,comparison_cluster_21.md,,,,,,,,,,,,,,,,,,,,,,,,,Private Krankenversicherung,Zahnersatzversicherung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premiums,,,comparison_cluster_21.md,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Startbeitrag 50% in den ersten 6 Monaten, z.B. 8,00 €/Monat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Details,,,comparison_cluster_21.md,,,,,,,,,,,,,,,,,,,,,,,,,"Krankentagegeld, Kur-Tagegeld, Kindernachversicherung","75%, 90%, 100% Zahnersatz je nach Tarif",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_21.md,,,,,,,,,,,,,,,,,,,,,,,,,"Premiumtarif für Privatversicherte, spezielle Angebote für Beihilfeberechtigte","Erstattung über GOZ-Höchstsatz, bis zu 5,0-facher Satz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Support,,,comparison_cluster_21.md,,,,,,,,,,,,,,,,,,,,,,,,,"Service-Telefon 0800 3746 444, E-Mail service@dkv.com","Telefon 0800 / 3746 420, rund um die Uhr erreichbar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waiting Period,,,comparison_cluster_21.md,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,"Sofortiger Schutz ab Vertragsbeginn, Leistungsbegrenzungen in den ersten 4 Jahren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Online Application,,,comparison_cluster_21.md,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Möglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type of Insurance,,,comparison_cluster_22.md,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitnehmerfinanzierte betriebliche Krankenversicherung (bKV),Betriebliche Krankenversicherung (bKV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Options,,,comparison_cluster_22.md,,,,,,,,,,,,,,,,,,,,,,,,,,,"Krankheitskostenvollversicherung, Zusatzversicherungen, Krankentagegeldversicherung, Pflegeversicherung","bKV-Zahn, bKV-Budget, bKV-Vorsorge, bKV-Stationär/StationärUnfall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee Benefits,,,comparison_cluster_22.md,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annahmegarantie, sofortiger Versicherungsschutz, günstige Beiträge","Keine Gesundheitsprüfung, keine Wartezeiten, beitragsfreie Versicherung, verbesserte medizinische Versorgung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employer Benefits,,,comparison_cluster_22.md,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erhöhung der Attraktivität, einfache Prozesse, Reduzierung der Lohnnebenkosten","Attraktivität für neue Mitarbeiter, steuerlich absetzbare Beiträge, langfristige Mitarbeiterbindung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continuation of Coverage,,,comparison_cluster_22.md,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortführung bei Jobwechsel zu Bedingungen der Einzelversicherung,Nahtlose Fortführung im Business+AF bei Vertragsende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Coverage,,,comparison_cluster_22.md,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitversicherung der Angehörigen teilweise ohne Gesundheitsprüfung,Versicherungsschutz für Angehörige ohne Gesundheitsprüfung und Wartezeiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Support,,,comparison_cluster_22.md,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fester Ansprechpartner vor Ort, gebührenfreies Service-Telefon",Gesundheitstelefon rund um die Uhr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_22.md,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kostenneutrale Sozialleistung, weniger Fluktuation und Fehlzeiten","Sinnvolle Alternative zu Gehaltserhöhungen, steigende Mitarbeiteridentifikation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product Type,,,comparison_cluster_23.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kompressionstherapiegerät Versicherung,Krankenvollversicherung und Krankenzusatzversicherung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage Details,,,comparison_cluster_23.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kostenübernahme für medizinisch notwendige Kompressionstherapiegeräte,Umfassender Schutz für Privat- und Geschäftskunden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Additional Support,,,comparison_cluster_23.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beratung, qualitativ hochwertige Versorgung, Anpassung und Erprobung des Hilfsmittels",Generali GesundheitsApp für Arztrechnungen und Rezepte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique Features,,,comparison_cluster_23.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zusammenarbeit mit qualifizierten Leistungserbringern in ganz Deutschland,Generali Protect Me App mit ortsgenauen Wetterwarnungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact Information,,,comparison_cluster_23.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Telefon: 0221 578 2600, E-Mail: hilfsmittelservice@dkv.com",Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
