company,product_name,category,details
axa,Elektroauto-Versicherung von AXA,Haftpflichtversicherung,"['Absicherung von A bis Z dank allgemeiner Allgefahrendeckung', 'Mitversicherung des Akkus in allen Tarifen ohne Höchstgrenzen', 'Mitversicherung des Ladekabels und Ladekabeladapters', 'Bergen und Abschleppen bis zur nächsten Ladestation bei leerem Akku', 'Neupreisentschädigung innerhalb der ersten 3 bis 24 Monate, je nach Tarif', 'Kaufpreisentschädigung innerhalb der ersten 3 bis 24 Monate, je nach Tarif', 'Verzicht auf Abzug ""neu für alt"" bis unbegrenzt, je nach Tarif', 'Schäden bei Brand, Tierbiss/-Folgeschäden, Kurzschluss und Blitzschlag abgedeckt', 'Entsorgungskosten für den Antriebs-Akku bis 10.000 Euro', 'Kfz-Haftpflichtversicherung ist gesetzlich vorgeschrieben', 'Empfehlung zum Abschluss einer Kaskoversicherung für Elektroautos', 'Kaskoversicherung leistet bei Schäden durch Kurzschluss, Überspannung, Brand, Unfall und Diebstahl des Ladekabels', 'Kaskoversicherung leistet nicht bei Schäden durch chemische Reaktionen oder vorsätzliche Schäden', 'Informationen zu verschiedenen Antriebsarten: Hybrid, Plug-in Hybrid, Elektroauto', 'Empfehlung zur Installation einer Wallbox für sicheres Laden zu Hause', 'Nutzung von Apps zur Suche nach öffentlichen Ladestationen mit Echtzeitinformationen']"
axa,Smart Repair,Haftpflichtversicherung,"['Inklusive Schutzbrief und kostenlosem Ersatzfahrzeug', 'Tarif in 3 Minuten berechnen und direkt online abschließen', 'Versicherungsbestätigung (eVB) sofort per SMS erhalten', 'Schutz bei Schäden, die Ihr Auto bei anderen verursacht', '100 Mio. € Deckungssumme bei Sach- und Personenschäden', 'Mallorca-Police: Zusatzschutz für Mietwagen im Ausland', 'Abwehr von unberechtigten Ansprüchen', 'Sichert Ihr eigenes Fahrzeug ab', 'Rundum-Schutz bei Diebstahl, Wildunfall und Glasbruch', 'Umfassender Schutz bei Naturgewalten', 'Versicherungsschutz bei Brand oder Explosion', 'Rundum-Schutz für Ihr Fahrzeug', 'Alle Leistungen der Teilkasko inklusive', 'Schäden durch selbst verursachte Unfälle', 'Vandalismus', 'Übernahme der kompletten Schadensabwicklung und Reparatur', 'Kostenloses Ersatzfahrzeug – inkl. Hol- und Bringservice', '10% Rabatt auf den Kfz-Kaskobeitrag bei Wahl eines Werkstattbausteins', 'Kostenloses Ersatzfahrzeug für die Dauer der Reparatur oder Wiederbeschaffung', 'Extraschutz bei Schäden durch Tierbiss oder Kollision mit Tieren aller Art', 'Bestleistungen bei Totalschaden und Diebstahl sowie für mitversicherte Teile', 'Finanzielle Sicherheit bei selbst- oder mitverschuldeten Unfällen mit erheblichen Verletzungen des Fahrers', 'Zusätzliche Leistungen bei Schäden im In- und Ausland sowie Schutz des Autoinhalts', 'Im Schadenfall keine Rückstufung in Ihrer Schadenfreiheitsklasse', 'Die preiswerte Alternative zum Automobilclub: Pannen- und Unfallhilfe direkt ab der Haustür', 'Jährliche Leistung für Reparaturkosten nach Kleinschäden, ohne Rückstufung im Schadenfreiheitsrabatt']"
axa,Lieferwagen-Versicherung,Haftpflichtversicherung,"['Extra-Sicherheit für Lkw bis zu 3,5 t zulässigem Gesamtgewicht', 'Kfz-Haftpflichtversicherung erforderlich für die Zulassung', 'Teilkaskoversicherung für Schutz bei Brand, Diebstahl, Explosion, Zusammenstoß mit Tieren, Blitzschlag, Überschwemmung und Glasbruch', 'Vollkaskoversicherung für umfassenden Schutz bei selbst verursachten Unfällen und mut- oder böswilliger Beschädigung durch Dritte', 'Zwei Tarifoptionen: mobil kompakt und mobil komfort', 'Schutzbriefleistungen zubuchbar', 'Absicherung gegen grobe Fahrlässigkeit', 'Deckungssumme bis 100 Millionen Euro pauschal, bei Personenschäden bis 15 Mio. Euro pro Person', 'Fahrten im Ausland mit fremden Kfz (Mallorca-Police) in Europa und weltweit (außer USA und Kanada)', 'Neupreisentschädigung bis 6 Monate (mobil kompakt) bzw. 12 Monate (mobil komfort) ab Zulassung', 'Besondere Fahrzeug- und Zubehörteile bis 6.000 Euro (mobil kompakt) bzw. unbegrenzt (mobil komfort)', 'GAP-Deckung bei Leasing und Kreditfinanzierung', 'Optionale Zusatzbausteine wie Allgefahrendeckung und Erhöhung des Wiederbeschaffungswertes', 'Insassenunfallversicherung und Fahrerschutzversicherung zubuchbar']"
axa,Motorradversicherung von AXA,Haftpflichtversicherung,"['Versicherungsschutz für Motorräder, gesetzlich vorgeschrieben', 'Haftpflichtversicherung: Grundschutz, Prüfung und Abrechnung der Ansprüche bei Unfällen', 'Teilkaskoversicherung: Schutz bei Schäden durch Sturm, Hagel, Überschwemmung, Diebstahl oder Brand', 'Vollkaskoversicherung: Schutz bei selbstverschuldeten Unfällen', 'Tarife: mobil kompakt (Top Preis-Leistung) und mobil komfort (Bester Service)', 'Haftpflichtleistungen: Deckungssumme bis 100 Millionen Euro pauschal, Personenschäden bis 15 Mio. Euro pro Person', 'Haftpflichtschutz auf fremden Motorrädern weltweit (außer USA und Kanada)', 'Teilkaskoleistungen: Schutz bei Brand, Blitzschlag, Sturm, Hagel, Überschwemmung, Glasbruch, Diebstahl', 'Neupreisentschädigung: mobil kompakt (6 Monate), mobil komfort (12 Monate)', 'Vollkaskoleistungen: Schutz bei Unfällen, Vandalismus', 'Schutzbriefleistungen zubuchbar: Wiederherstellung der Fahrbereitschaft, Abschleppen, Bergen, Weiter- oder Rückfahrt, Mietfahrzeug', 'Schadenfreiheitsklasse bleibt bei Fahrpause bis zu 10 Jahren erhalten', 'Saisonkennzeichen: Ruheversicherungsschutz im Winter', 'Leichtkraftradversicherung: Absicherung für Leichtkrafträder mit 50 bis 125 ccm Hubraum', '24-Stunden-Vertragsservice erreichbar unter Tel.: 0221 148-41001', 'Vorbildliche Schadenregulierung im europäischen Ausland, inklusive ärztlicher Betreuung', 'eVB-Nummer für die Zulassungsstelle schnell erhältlich']"
axa,Oldtimer-Versicherung,Haftpflichtversicherung,"['Versicherungsschutz für sämtliche Zulassungsarten (normales schwarzes Kennzeichen, historisches Kennzeichen, rotes Oldtimer-Kennzeichen, Saisonkennzeichen und historische Saisonkennzeichen)', 'Leistungserweiterung in der Teilkaskoversicherung', 'Spezieller Pkw-Schutzbrief für Oldtimer', 'Umfangreicher Service und günstige Beiträge', 'Oldtimer-Versicherung für Fahrzeuge mit Erstzulassung bis 31.12.1979 und zwischen 1.1.1980 und 31.12.1995', 'Haftpflichtleistungen mit Deckungssumme bis 100 Millionen € pauschal, bei Personenschäden bis 15 Mio. € pro Person', 'Basisleistungen Teilkasko für Schäden durch Brand, Glasbruch, Diebstahl, Hagel und andere Naturereignisse', 'Leistungserweiterungen Teilkasko für Vandalismus, Schäden beim Transport, Schäden an demontierten Einzelteilen, und mehr', 'Vollkaskoleistungen mit Vorsorgeversicherung, Schutz vor unerwarteten Risiken, und mehr', 'Schutzbriefleistungen zubuchbar', 'Voraussetzungen: Fahrzeuge in gutem Erhaltungszustand, geringe jährliche Fahrleistung, Nutzung als Zweitfahrzeug, Abstellung in Garage, Nutzung durch Personen über 23 Jahren', 'Ausschlüsse: modifizierte Fahrzeuge, Fahrzeuge im Alltagsgebrauch, gewerbliche Nutzung, Repliken, und mehr', 'Marktwertgutachten erforderlich für Fahrzeuge ab 30.000 Euro', 'Beitragsfreier Ruheversicherungsschutz bei vorübergehender Abmeldung oder außerhalb des Saisonzeitraumes', 'Historisches Kennzeichen ab 30 Jahren möglich, keine Feinstaub-Plakette erforderlich', 'Rote Kennzeichen für Fahrzeuge ab 30 Jahren, Fahrtenbuch erforderlich, keine TÜV-Pflicht', 'Saisonkennzeichen mit Mindestdauer von 2 Monaten, keine Nutzung außerhalb der Saison erlaubt']"
axa,Roller-Versicherung,Haftpflichtversicherung,"['Versicherungsschutz für Mopeds, Roller, Mofa und Mokicks', 'Preiswerte Kleinkraftrad-Versicherung von AXA', 'Haftpflichtschäden bis 100 Mio. EUR', 'Personenschäden bis 15 Mio. EUR pro geschädigter Person', 'Versicherungskosten für junge Fahrer unter 18 Jahre: 89€ für Haftpflicht, 159€ für Haftpflicht mit Teilkasko', 'Versicherungskosten für Fahrer ab 18 Jahre: 49€ für Haftpflicht, 99€ für Haftpflicht mit Teilkasko', 'Versicherungsschutz beginnt mit Erwerb des Kennzeichens, frühestens ab 1. März, und endet am 28. oder 29. Februar des Folgejahres', 'Möglichkeit, den Versicherungsschutz später im Jahr zu starten', 'Teilkaskoversicherung mit Selbstbeteiligung von 150 EUR für zusätzlichen Schutz gegen Diebstahl, Sturm und Hagel', 'Regelmäßige Wartung und Überprüfung von Moped und Ausrüstung empfohlen']"
huk-coburg,Unfallversicherungen,Unfallversicherung,"['Autoversicherung', 'Telematik Plus', 'Elektroautos', 'Fahranfänger-Versicherung', 'Oldtimer & Youngtimer', 'Lieferwagen-Versicherung', 'Übersicht Kfz-Versicherung', 'Elektroautos', 'E-Scooter-Versicherung', 'S-Pedelec-Versicherung', 'Übersicht E-Fahrzeuge', 'Mopedversicherung', 'E-Scooter-Versicherung', 'Leichtkraftrad-Versicherung', 'Motorrad-Versicherung', 'Quad-Versicherung', 'Übersicht Zweiräder & Quads', 'Kfz-Schutzbrief', 'Fahrerschutzversicherung', 'Verkehrsrechtsschutz', 'Übersicht Zusatzschutz', 'Wohnmobil-Versicherung', 'Wohnwagen-Versicherung', 'Anhänger-Versicherung', 'Übersicht Wohnmobil & Anhänger', 'Autoservice', 'Autoankauf, Verkauf & Abo', 'THG-Quote', 'Kfz-Zulassung', 'Übersicht Mobilität', 'Hausratversicherung', 'Wohngebäudeversicherung', 'Glasversicherung', 'Elementarversicherung', 'Übersicht Haus & Wohnung', 'Private Haftpflichtversicherung', 'Familienhaftpflicht', 'Haus- & Grundbesitzerhaftpflicht', 'Amtshaftpflicht & Vermögensschadenhaftpflicht', 'Übersicht Haftpflicht', 'Verkehrsrechtsschutz', 'Privat-, Berufs- & Verkehrsrechtsschutz', 'Familienrechtsschutz', 'Privatrechtsschutz', 'Übersicht Rechtsschutzversicherung', 'Bauherrenhaftpflicht', 'Feuer-Rohbauversicherung', 'Bausparen', 'Wohn-Riester', 'Baufinanzierung', 'Bauleistungsversicherung', 'Übersicht Bauen', 'Tierhalterhaftpflicht', 'Hundehaftpflicht', 'Pferdehaftpflicht', 'Katzenversicherung', 'Tierkrankenversicherung', 'Übersicht Tierversicherung', 'E-Bike-Versicherung', 'Fahrradversicherung', 'Fahrradschutzbrief', 'Jagdhaftpflichtversicherung', 'Wassersportversicherung', 'Übersicht Sport & Freizeit', 'Kranken\xadvoll\xadversicherung', 'Private Kranken\xadversicherung für Beamte', 'Auslandskranken\xadversicherung', 'Übersicht Private Kranken\xadversicherung', 'Zahnzusatzversicherung', 'Krankenhauszusatzversicherung', 'Krankentagegeldversicherung', 'Ambulante Zusatzversicherung', 'Krankenhaustagegeld', 'Ergänzungsschutz', 'Zusatzversicherung für Kinder & Jugendliche', 'BARMER Zusatzversicherungen', 'Übersicht Krankenzusatzversicherungen', 'Berufsunfähigkeitsversicherung', 'Existenzschutzversicherung', 'Dienstunfähigkeitsversicherung', 'Risikolebensversicherung', 'Sterbegeldversicherung', 'Übersicht Existenzsicherung', 'Premium Rente', 'Rürup Rente', 'Riester Rente', 'Direktversicherung', 'Sofortrente', 'Übersicht Altersvorsorge', 'Pflege-Bahr', 'Pflegemonatsgeld-Versicherung', 'Pflege-Assistance-Leistungen', 'Übersicht Pflegeversicherungen', 'Private Unfallversicherung', 'Kinderunfallversicherung', 'Unfallversicherung für Rentner', 'Übersicht Unfallversicherungen']"
huk-coburg,Ratgeber Elektroauto,not_defined,"['Umfassende Leistungen, die besonders auf Elektro- und Hybridautos zugeschnitten sind.', 'Möglichkeit zur Berechnung der Versicherung online.', 'Startpreis ab 22 € für die Saison 2024/2025.', 'Gilt auch für Segways zum gleichen Preis.', 'Möglichkeit zur Berechnung der Versicherung online.', 'Geeignet auch für E-Bikes.', 'Startpreis ab 27 €.', 'Möglichkeit zur Berechnung der Versicherung online.', 'Informationen zu Förderung und Steuervorteilen rund um die E-Mobilität.', 'Details zur Funktionsweise, Herstellung und Kosten der Batterie von Elektroautos.', 'Informationen zu Verbrauch, Stromkosten und Reichweite von Elektroautos.', 'Hinweise zur öffentlichen Ladeinfrastruktur und Aufladen zu Hause.', 'Informationen zum Elektroauto-Leasing und Förderungen beim Gebrauchtkauf.']"
huk-coburg,Kfz-Versicherungen,Haftpflichtversicherung,"['Günstige Versicherung für Fahrzeuge mit über 13 Millionen zufriedenen Kunden.', 'Classic-Tarif in der Autoversicherung mit rund 9 Millionen Kunden.', 'Umfassende Leistungen für Elektro- und Hybridautos.', 'Versicherung für Oldtimer und Youngtimer.', 'Lieferwagen-Versicherung für umfassenden Schutz.', 'Quad- und Traktor-Versicherung verfügbar.', 'Besonders günstige Konditionen mit 20 % Ersparnis bei Kasko SELECT.', 'Persönlicher Ansprechpartner für kompetente Beratung.', 'Fairste Schadenregulierung und hohe Qualität in Partnerwerkstätten.', 'Ausgezeichneter Service mit Prädikat „Bester Kfz-Versicherer“ von Focus Money.', 'Kfz-Haftpflichtversicherung ist gesetzlich vorgeschrieben.', 'Vollkasko- und Teilkaskoversicherung für zusätzlichen Schutz.', 'Zusatzbausteine wie Schutzbrief und Verkehrsrechtsschutzversicherung verfügbar.', 'eVB-Nummer für die elektronische Versicherungsbestätigung.', 'Möglichkeit zum Wechsel der Kfz-Versicherung unter bestimmten Bedingungen.', 'Attraktive Zweitfahrzeug-Regelung für günstige Beiträge.', 'Schadenfreiheitsklasse beeinflusst den Beitragssatz.', 'Werkstattbindung mit Kasko SELECT für Kostenvorteile.', 'Versicherungsprämie basiert auf verschiedenen Merkmalen wie Schadenfreiheitsklassen und Fahrzeugtyp.']"
huk-coburg,Anhänger-Versicherung,Haftpflichtversicherung,"['Günstige Beiträge', 'Schutz für den abgekoppelten Anhänger', 'Mit Vollkasko auch gegen Rangierschäden sowie Schäden am Anhänger durch einen Reifenplatzer versichert', 'Verpflichtende separate Anhänger-Versicherung seit 2002', 'Kfz-Haftpflichtversicherung für Anhänger ist gesetzlich vorgeschrieben', 'Möglichkeit zur Erweiterung mit Teil- und Vollkaskoversicherung', 'Teilkasko deckt Schäden durch Naturgewalten, Wildunfälle, Diebstahl, Explosion, Kurzschluss, Brand oder Glasbruch ab', 'Vollkasko deckt auch selbst verschuldete Unfallschäden und mutwillige Beschädigungen durch Fremde ab', 'Keine Einstufung in Schadensfreiheitsklassen', 'Versicherungsschutz gilt in den geographischen Grenzen Europas und außereuropäischen Gebieten der EU', 'Keine Versicherungspflicht für bestimmte land- und forstwirtschaftliche sowie Sportanhänger', 'Versicherungskosten basieren auf zulässiger Gesamtmasse und Art des Anhängers', 'Schutzbriefversicherung des Zugfahrzeugs deckt auch mitgeführte Gepäck- oder Bootsanhänger ab', 'Versicherungsschutz für gegenseitige Schäden zwischen Zugfahrzeug und Anhänger bei Vollkaskoversicherung des Zugfahrzeugs', 'Elektronische Versicherungsbestätigung (eVB) erforderlich für die Zulassung', 'Keine Online-Abschlussmöglichkeit für Vollkaskoversicherung, Beratung vor Ort erforderlich']"
huk-coburg,Fahranfänger-Versicherung,Haftpflichtversicherung,"['Spar-Optionen: Auto als Zweitwagen versichern, Begleitetes Fahren ab 17 oder Kasko SELECT.', 'Telematik Plus: Bis zu 30 % Bonus für sicheres Fahren.', 'Versicherung für Fahranfänger bietet finanzielle Absicherung bei Schäden.', 'Unerfahrenheit von Fahranfängern führt zu erhöhtem Unfallrisiko.', 'Kfz-Haftpflichtversicherung ist gesetzlich vorgeschrieben.', 'Teilkasko- und Vollkaskoversicherung bieten zusätzlichen Schutz.', 'Fahranfänger gelten als Personen unter 25 Jahren.', 'Schadenfreiheitsklassen beeinflussen die Versicherungsbeiträge.', 'Telematik-Tarif ermöglicht Kosteneinsparungen durch Fahrverhalten.', 'Fahrzeug als Zweitwagen versichern kann günstigere Einstufung ermöglichen.', 'Kasko SELECT bietet 20 % Ersparnis auf den Kaskobeitrag.', 'Teilnahme am Begleiteten Fahren kann Prämien senken.', 'Kombi-Bonus: 5 % Ersparnis bei mindestens 2 kombifähigen Verträgen.']"
huk-coburg,Autoversicherung,Haftpflichtversicherung,"['Größter Kfz-Versicherer in Deutschland mit über 13 Millionen Kunden', 'Möglichkeit, mit Kasko SELECT 20 % zu sparen', 'Persönlicher Ansprechpartner und kompetente Beratung', 'Verpflichtende Kfz-Haftpflichtversicherung erforderlich', 'Optionale Teil- und Vollkaskoversicherung verfügbar', 'Zusätzliche Ergänzungen wie Kfz-Schutzbrief, Telematik Plus, Rabattschutz, Fahrerschutz und Ausland-Schadenschutz', 'Kfz-Haftpflichtversicherung deckt Schäden an Dritten und deren Eigentum', 'Teilkasko-Versicherung deckt Schäden durch Brand, Sturm, Wildunfälle, Glasbruch und Diebstahl', 'Vollkasko-Versicherung deckt zusätzlich selbstverschuldete Unfälle und Vandalismus', 'Hohe Deckungssummen bis zu 100 Millionen € für Sach-, Personen- und Vermögensschäden', 'Mallorca-Police für Mietwagen im Ausland', 'Neupreisentschädigung bei Totalschaden innerhalb der ersten 24 Monate', 'GAP-Deckung für geleaste Fahrzeuge', 'Möglichkeit zur Vereinbarung einer Selbstbeteiligung zur Senkung der Prämie', 'Kasko SELECT bietet 20 % Ersparnis beim Kaskobeitrag mit Werkstattbindung', 'Kasko PLUS erweitert den Schutz der Vollkaskoversicherung', 'Telematik Plus ermöglicht bis zu 30 % Ersparnis basierend auf Fahrverhalten', 'Rabattschutz verhindert Rückstufung nach einem Schadenfall', 'Fahrerschutzversicherung bietet Absicherung bei selbstverschuldeten Unfällen', 'Ausland-Schadenschutz für Reisen in viele europäische Länder', 'Kombi-Bonus von 5 % bei mindestens zwei kombifähigen Verträgen', 'Flexible und unverbindliche Beitragsberechnung online möglich']"
huk-coburg,E-Scooter-Versicherung,Haftpflichtversicherung,"['Versicherungskennzeichen ab 22 € im Jahr', 'Günstiger Beitrag', 'Teilkasko möglich', 'Erfüllt gesetzliche Anforderungen einer E-Scooter-Haftpflicht-Versicherung', 'Versicherungssumme bis zu 100 Millionen € je Schadensfall', 'Maximal 15 Millionen € je geschädigter Person bei Personenschäden', 'Optionale E-Scooter-Teilkasko-Versicherung für Schäden am eigenen Fahrzeug', 'Teilkasko deckt Tier- und wetterbedingte Schäden, Brand, Diebstahl und Raub', 'Selbstbehalt von 150 € pro Schadenfall bei Teilkasko', 'Versicherungskennzeichen für 2025/2026 ist grün', 'Versicherungsjahr beginnt am 01. März und endet am 28. oder 29. Februar des Folgejahres', 'Beitrag richtet sich nach Alter der Fahrer, Versicherungsumfang und Monat des Versicherungsbeginns', 'E-Scooter-Versicherung für Elektrokleinstfahrzeuge mit max. 20 km/h', 'Fahrer muss mindestens 14 Jahre alt sein', 'Nicht versicherbar: Hoverboard, Monowheel, E-Skateboard', 'Versicherung online abschließbar, Plakette per Post', 'Digitaler Versicherungsschein verfügbar', 'Keine Helmpflicht, aber empfohlen', 'Versicherungspflicht für E-Scooter mit Straßenzulassung', 'E-Scooter ohne Straßenzulassung nicht versicherbar']"
huk-coburg,Versicherung für Elektroautos,Haftpflichtversicherung,"['Umfangreiche Absicherung des Akkus und des Ladekabels', 'Inklusive Abschleppen bei leerer Batterie (Schutzbrief)', 'Folgeschäden von Marderbiss mitversichert', 'Hohe Deckungssumme bis 100 Mio. € für Personen-, Sach- und Vermögensschäden', 'Mallorca-Police für im europäischen Ausland gemietete Pkw ohne Mehrkosten', 'Teil- oder Vollkaskoversicherung mit besonderem Schutz für den Akku', 'Neupreisentschädigung für 24 Monate bei Totalschaden oder Verlust', 'Kasko SELECT Option mit 20% Ersparnis bei Werkstattauswahl durch HUK-COBURG', 'Kasko PLUS für Eigenschäden und erweiterte Leistungen', 'Versicherungsschutz für Ladestation bei Eigenheimbesitzern oder Mietern', 'Kfz-Schutzbrief für schnelle Hilfe bei Pannen oder Unfällen', 'Fahrerschutz für Personenschäden des Fahrers bei selbstverschuldeten Unfällen', 'Telematik Plus mit bis zu 30% Beitragsersparnis bei vorausschauendem Fahrstil', 'Ausland-Schadenschutz für unverschuldete Unfälle im Ausland', 'Rabattschutz für einen freien Schadenfall pro Jahr ohne Herabstufung der SF-Klasse']"
huk-coburg,Fahrerschutzversicherung,Fahrerschutzversicherung,"['Schutz für alle Fahrer Ihres Fahrzeugs', 'Kostenübernahme bei Verdienstausfall und Schmerzensgeld', 'Kostengünstig ab 19 € pro Jahr', 'Ergänzt die Kfz-Versicherung sinnvoll', 'Entschädigt den Fahrer bei Personenschäden, auch bei selbst- oder mitverschuldeten Unfällen', 'Einschluss von Freunden oder Familienangehörigen, die am Steuer sitzen', 'Deckt Personenschäden beim Ein- und Aussteigen oder Be- und Entladen des Fahrzeugs', 'Erstattet konkret eingetretene Schäden, z.B. Schmerzensgeld und Verdienstausfall', 'Vorleistung, wenn Ansprüche gegen Dritte unklar sind', 'Leistungen für sonstige Folgeschäden, z.B. Umbau zum behindertengerechten Haus', 'Leistungen an Hinterbliebene, z.B. lebenslange Witwen- oder Waisenrente', 'Versicherungsschutz bis zu 15 Millionen € je Schadenfall', 'Greift bei Unfällen ohne andere verantwortliche Partei, z.B. Wildunfälle', 'Kein Schutz bei vorsätzlich herbeigeführten Unfällen oder bei Einfluss von Alkohol/Drogen', 'Gilt innerhalb der geographischen Grenzen von Europa und bestimmten außereuropäischen Gebieten', 'Kein Schutz in Russland und Belarus', 'Kein Ersatz für allgemeine Unfallversicherung, aber sinnvolle Ergänzung', 'Nicht sinnvoll bei Insassenunfallversicherung, da Insassen über Kfz-Versicherung abgesichert sind']"
huk-coburg,Kfz-Schutzbrief der HUK-COBURG,Reiseversicherung,"['Günstige Beiträge ab 9,60 € pro Jahr.', 'Pannenhilfe vor Ort und Abschleppdienst ab der Haustür.', 'Digitale Pannenmeldung und schneller Service ohne Warteschleife.', 'Unterstützung bei Unfällen und Pannen, inklusive Hotelübernachtung und Weiterfahrt mit Mietwagen oder öffentlichen Verkehrsmitteln.', 'Krankenrücktransport und Hilfe in besonderen Notfällen im Ausland.', 'Versicherungsschutz auch bei Naturkatastrophen wie Erdbeben oder Lawinen.', 'Leistungen gelten in Deutschland und im europäischen Ausland.', 'Versicherung umfasst den Versicherungsnehmer und alle weiteren Insassen sowie mitgeführte Gepäckanhänger, Fahrradträger und Wohnwagen.', 'Speziell für E-Autos: Transport zur nächsten Ladestation bei leerem Akku.', 'Track & Trace System zur Live-Verfolgung des Pannendienstes.', 'Unterstützung bei Autodiebstahl, inklusive Organisation der Weiter- oder Rückfahrt und Rücktransport des wieder aufgefundenen Fahrzeugs.', 'Notrufzentrale rund um die Uhr erreichbar.']"
huk-coburg,Leichtkraftrad-Versicherung,Haftpflichtversicherung,"['Günstige Beiträge', 'Transportschäden in der Vollkasko mitversichert', 'Versicherung für Roller und kleine Motorräder bis 125 ccm', 'Absicherung im Haftpflichtfall und optionaler Kaskoschutz', 'Möglichkeit zur Erweiterung mit Kfz-Schutzbrief, Ausland-Schadenschutz, Unfall- und Rechtsschutzversicherung', 'Kfz-Haftpflichtversicherung gesetzlich vorgeschrieben', 'Teil- oder Vollkaskoversicherung optional', 'Versicherungsschutz für Leichtkrafträder über 50 ccm bis 125 ccm', 'Kfz-Haftpflichtversicherung deckt berechtigte Schadenersatzansprüche bei Personen-, Sach- und Vermögensschäden', 'Kasko-Leistungen umfassen Reparaturen, Ersatz bei Totalschaden, und Schutz bei Diebstahl, Naturgewalten, Vandalismus', 'Schutzkleidung als Zubehör mitversichert', 'Möglichkeit zur Nutzung eines Saisonkennzeichens für günstigere Tarife', 'Zusatzbausteine wie Kfz-Schutzbrief und Ausland-Schadenschutz verfügbar', 'Unfallschutz bietet 24-Stunden-Deckung', 'Ausland-Schadenschutz reguliert Schäden nach deutschem Schadenersatzrecht in bestimmten Ländern', 'Verkehrsrechtsschutz hilft bei der Wahrnehmung von Ansprüchen gegenüber Unfallgegnern und bietet anwaltliche Hilfe ohne Kostenrisiko']"
huk-coburg,Lieferwagen-Versicherung,Haftpflichtversicherung,"['Günstige Beiträge', 'Hohe Schadenfreiheitsklassen', '20 % sparen mit Kasko SELECT', 'Schutz für Lieferwagen, Transporter, Pickups, Kastenwagen und Lkw bis 3,5 t', 'Schutz vor finanziellen Schäden durch Unfälle oder Pannen', 'Abdeckung von Vandalismus und Extremwetter bei entsprechendem Schutz', 'Kombination aus Kfz-Haftpflichtversicherung, Teilkasko- und Vollkaskoversicherung', 'Haftpflichtversicherung ist gesetzlich verpflichtend', 'Teilkaskoversicherung schützt gegen Diebstahl, Brand, Unwetter', 'Vollkaskoversicherung deckt auch selbstverschuldete Unfallschäden', 'Versicherung für private und geschäftliche Nutzung', 'Versicherungssumme bis zu 100 Millionen € für Personen-, Sach- und Vermögensschäden', 'Personenschäden bis zu 15 Millionen € je geschädigte Person', 'Nach 30 unfallfreien Jahren nur 20 % Beitragssatz', 'Besondere Vorteile für E-Lieferwagen, z.B. Leistungen für Akku und Ladekabel', 'Kasko SELECT bietet 20 % Ersparnis beim Kaskobeitrag', 'Werkstattauswahl durch HUK-COBURG im Schadenfall', 'Ersatzfahrzeug bei Bedarf', '6 Jahre Garantie auf Reparaturen durch HUK-COBURG', 'Versicherungsschutz für Ladestationen bei Eigenheimbesitzern und Mietern', 'Möglichkeit zur Ergänzung mit Kfz-Schutzbrief und Fahrerschutz', 'Kfz-Schutzbrief bietet Pannenhilfe, Abschleppdienst, Krankenrücktransport', 'Fahrerschutz bietet Unterstützung bei Verdienstausfall, Schmerzensgeld, Folgeschäden', 'Versicherung nur für Lkw bis 3,5 t Gesamtmasse', 'Keine Versicherung für gewerbliche Nutzung im Auftrag Dritter', 'Verkaufsfahrzeuge werden im Einzelfall geprüft', 'Selbstbeteiligung in Voll- und Teilkaskoversicherung wählbar', 'SF-Klasse Übertragung von Pkw auf Lieferwagen möglich']"
huk-coburg,Mopedversicherung für das Verkehrsjahr 2025/2026,Haftpflichtversicherung,"['Versicherungen für Roller, Mofas und Mopeds schon ab 38 €* im Jahr', 'Hohe Versicherungssummen bis zu 100 Millionen € für Personen-, Sach- und Vermögensschäden je Schadenfall', 'Kfz-Haftpflichtversicherung sichert gegen Unfälle und andere unvorhergesehene Vorfälle im Straßenverkehr ab', 'Optionale Teilkasko-Versicherung für Schäden am eigenen Roller, Moped oder Mofa', 'Selbstbeteiligung von 150 € pro Schadenfall', 'Ersatz des Akkus bei einem Kaskoschaden ohne altersbedingte Abzüge', 'Kostenübernahme für Ausbau und Entsorgung des Akkus nach einem Schadenereignis', 'Abschleppkostenübernahme bei Beschädigung des Fahrzeugs oder des Antriebs-Akkus', 'Absicherung von Überspannungsschäden durch Blitzschlag', 'Mitversicherung des Ladekabels und des mobilen Ladegerätes', 'Versicherungsschutz gilt vom 1. März bis zum 28. oder 29. Februar des Folgejahres', 'Moped-Kennzeichen muss jährlich erneuert werden', 'Gilt für Mopeds, Roller, Mofas, leichte Quads und Trikes, vierrädrige Leichtkraftfahrzeuge, S-Pedelecs, E-Bikes, motorisierte Krankenfahrstühle, Selbstbalance-Roller und E-Scooter', 'Versicherungskennzeichen kann online oder vor Ort bestellt werden', 'Vertrag kann online verlängert werden', 'Digitale Versicherungsbescheinigung verfügbar']"
